% Model,main_refined_constant_ae.mph
% Version,COMSOL 5.3.1.275
% Date,"Feb 18 2019, 21:00"
% Table,Table: no PP parametric sweep {tbl9} - 
% Ae,p_in,"Attenuation to groundwater, Global Evaluation: Attenuation to groundwater {gev2}",Global Evaluation: Relative air entry rate {gev3},"Average crack Peclet number, Global Evaluation: Crack Peclet number {gev4}","TCE in indoor air, Global Evaluation: TCE in indoor air {gev5}",Global Evaluation: TCE emission rate {gev6},"Attenuation to subbase, Global Evaluation: Attenuation to subslab {gev9}",Global Evaluation: Average TCE in subslab {gev10}
2.5E-4,-2,8.146625370786039E-7,4.592932552364159E-5,0.017450139482971017,43.13651983094337,2.1274423358285524,7.148790250715737E-6,7.928204831607976E-4
2.5E-4,-1,8.009388161791831E-7,2.2964662761844486E-5,0.008725069741494519,42.40984647628649,2.0916036621229614,7.068934026095913E-6,7.882701561435787E-4
2.5E-4,1,7.737420734165116E-7,-2.296466276182512E-5,-0.00872506974148715,40.96977432355676,2.020581000202823,6.912394641207623E-6,7.787487445062437E-4
2.5E-4,2,7.602977937127122E-7,-4.5929325523664014E-5,-0.01745013948297961,40.25789742771304,1.9854720704131268,6.835802868522398E-6,7.737913519104409E-4
2.5E-4,3,7.46954064973937E-7,-6.889398828566457E-5,-0.02617520922453338,39.551344722561005,1.9506257234355315,6.759646941413186E-6,7.687755334172628E-4
2.5E-4,4,7.337314691257024E-7,-9.185865104731762E-5,-0.03490027896595519,38.85120602455569,1.9160957077336236,6.683955192805312E-6,7.63718458953927E-4
2.5E-4,5,7.206438730377732E-7,-1.1482331380941409E-4,-0.043625348707545294,38.1582155868085,1.8819182358057611,6.6087497829160605E-6,7.586318306241809E-4
3.055555555555556E-4,-5,7.00524883895776E-7,1.1482331380956344E-4,0.04362534870760232,37.0929116915116,2.235907303423189,6.046557114145838E-6,8.060186276494271E-4
3.055555555555556E-4,-4,6.891421547124118E-7,9.185865104738166E-5,0.03490027896597948,36.4901942461885,2.199576363724893,5.980447428756819E-6,8.016869438485056E-4
3.055555555555556E-4,-3,6.778158242066601E-7,6.889398828561999E-5,0.02617520922451651,35.890463120432756,2.1634254350698456,5.914599894193527E-6,7.972894251093974E-4
3.055555555555556E-4,-2,6.665420757915842E-7,4.5929325523635635E-5,0.01745013948296876,35.29351622531726,2.127442335828557,5.849010205131168E-6,7.928204831607816E-4
3.055555555555556E-4,-1,6.5531357687388E-7,2.2964662761877825E-5,0.008725069741507191,34.69896529878,2.091603662122977,5.7836732940785455E-6,7.882701561435725E-4
3.055555555555556E-4,1,6.330616964316888E-7,-2.2964662761837933E-5,-0.008725069741492059,33.52072444654631,2.020581000202817,5.655595615533398E-6,7.78748744506256E-4
3.055555555555556E-4,2,6.220618312194795E-7,-4.592932552376687E-5,-0.017450139483018615,32.938279713582745,1.985472070413091,5.592929619699672E-6,7.737913519104908E-4
3.055555555555556E-4,3,6.111442349786894E-7,-6.889398828562695E-5,-0.026175209224519148,32.36019113664154,1.9506257234355742,5.5306202247931775E-6,7.687755334172005E-4
3.055555555555556E-4,4,6.00325747466465E-7,-9.185865104741943E-5,-0.0349002789659938,31.787350383726388,1.916095707733566,5.468690612294577E-6,7.637184589539979E-4
3.055555555555556E-4,5,5.89617714303637E-7,-1.1482331380941654E-4,-0.04362534870754629,31.220358207389005,1.8819182358057736,5.407158913295157E-6,7.586318306241587E-4
3.611111111111112E-4,-5,5.927518248348654E-7,1.1482331380936937E-4,0.043625348707528246,31.386309892816342,2.2359073034231005,5.116317558122424E-6,8.060186276495512E-4
3.611111111111112E-4,-4,5.831202847566694E-7,9.185865104752062E-5,0.03490027896603232,30.87631820831405,2.199576363724938,5.060378593563747E-6,8.016869438484788E-4
3.611111111111112E-4,-3,5.735364666364066E-7,6.8893988285599E-5,0.026175209224508476,30.368853409597055,2.1634254350698487,5.004661448933017E-6,7.972894251093949E-4
3.611111111111112E-4,-2,5.639971410544259E-7,4.59293255236976E-5,0.017450139482992316,29.863744498345827,2.1274423358285834,4.949162481265122E-6,7.928204831607475E-4
3.611111111111112E-4,-1,5.544961035086684E-7,2.2964662761879624E-5,0.008725069741507866,29.360662945121582,2.0916036621229788,4.893877402681855E-6,7.882701561435719E-4
3.611111111111112E-4,1,5.356675892883478E-7,-2.2964662761867565E-5,-0.008725069741503267,28.363689916308186,2.020581000202803,4.785503982374223E-6,7.787487445062806E-4
3.611111111111112E-4,2,5.263600110318665E-7,-4.592932552372851E-5,-0.01745013948300407,27.8708520653392,1.985472070413087,4.732478908976573E-6,7.737913519105014E-4
3.611111111111112E-4,3,5.171220449819582E-7,-6.889398828568898E-5,-0.026175209224542643,27.38170019254233,1.9506257234355378,4.679755574824617E-6,7.687755334172483E-4
3.611111111111112E-4,4,5.079679401639408E-7,-9.185865104737794E-5,-0.034900278965978096,26.89698878623049,1.9160957077335947,4.627353595018741E-6,7.637184589539695E-4
