% Model,pe-analysis-refined.mph
% Version,COMSOL 5.3.1.275
% Date,"Oct 4 2018, 07:53"
% Table,Soil study - gravel sub-base - 
L,Pe,GW depth,Base depth,Crack width,Soil type,Indoor/outdoor pressure difference,Relative volumetric entry rate,Crack area,Sub-slab pressure difference
15,1,4,1,2,11,-2105.817900766677,4.821172469827592E-8,0.199599999999997,0.054473590277742304
15,1,4,1,2,12,-1795.8620305074487,4.784639378337872E-8,0.199599999999997,0.04809963831784596
15,1,4,1,3,1,-4.312636369038157,7.090473512784114E-8,0.29910000000000514,0.09647883727074469
15,1,4,1,3,2,-47.24417666451543,7.05755432406362E-8,0.29910000000000514,0.08060106204341247
15,1,4,1,3,3,-312.4046051839243,7.008270764144672E-8,0.29910000000000514,0.07235799712291661
15,1,4,1,3,4,-1859.567101524876,6.977696133262361E-8,0.29910000000000514,0.06817516307829564
15,1,4,1,3,5,-1139.8652791555887,6.960288606953062E-8,0.29910000000000514,0.0649576252101143
15,1,4,1,3,6,-2185.6099255359622,6.792039990172727E-8,0.29910000000000514,0.049569739293954425
15,1,4,1,3,7,-2250.828556411537,6.960378795330403E-8,0.29910000000000514,0.06540203006185645
15,1,4,1,3,8,-2591.299322846374,6.884835618631064E-8,0.29910000000000514,0.05695457072397403
15,1,4,1,3,9,-3257.793647936055,6.953510428424864E-8,0.29910000000000514,0.06498655288828559
15,1,4,1,3,10,-561.5269989350002,6.841330281756003E-8,0.29910000000000514,0.052809482434560726
15,1,4,1,3,11,-3151.7623586623704,7.00061161406712E-8,0.29910000000000514,0.07206278227484593
15,1,4,1,3,12,-2687.5436470876634,6.933399485159365E-8,0.29910000000000514,0.06261008613912761
15,1,4,1.5,1,1,-1.7255930318720147,2.4600697277987262E-8,0.0998999999999968,0.03548136238933298
15,1,4,1.5,1,2,-20.125315069665543,2.4595659622450365E-8,0.0998999999999968,0.03081368452907896
15,1,4,1.5,1,3,-139.3054192907127,2.4490733900298113E-8,0.0998999999999968,0.0286086148508073
15,1,4,1.5,1,4,-852.7653698203399,2.4422625582247976E-8,0.0998999999999968,0.027496616385835494
15,1,4,1.5,1,5,-531.059494902297,2.4370659920466053E-8,0.0998999999999968,0.026426036139690096
15,1,4,1.5,1,6,-1213.4607313664055,2.396738924018447E-8,0.0998999999999968,0.022304199794310385
15,1,4,1.5,1,7,-1048.7406918630847,2.4376256159869248E-8,0.0998999999999968,0.026632915213238247
15,1,4,1.5,1,8,-1300.3095863707495,2.4192578527295302E-8,0.0998999999999968,0.024293077852816064
15,1,4,1.5,1,9,-1527.8810269596343,2.4365321894273225E-8,0.0998999999999968,0.026603805358263344
15,1,4,1.5,1,10,-295.02541922991475,2.407758511296097E-8,0.0998999999999968,0.023093477418686666
15,1,4,1.5,1,11,-1416.224050427678,2.4482011003890757E-8,0.0998999999999968,0.028706746160373265
15,1,4,1.5,1,12,-1284.8016396266569,2.4318071076606827E-8,0.0998999999999968,0.025952559206984915
15,1,4,1.5,2,1,-3.434544534266546,4.861890174501518E-8,0.1995999999999964,0.05986918609811086
